"Table S1A. Information for the 2,466 rice accessions from the International Rice Genebank Collection at the International Rice Research Institute.",,,,,,,,,,,,,,,
Entry_No,Source,DNA_UNIQUE_ID,DNA_Designation,DNA_Accno_source,DNA_VARNAME_source,DNA_Othername_source,ORI_COUNTRY,Genetic_Stock_Accno,Genetic_stock_Designation (varname),total seq count,passed qc seq count,depth,Variety Group (Tree)1,SRA Accession,
2174,IRRI,IRIS 313-11128,GOKAUNG::IRGC 33079-1,IRGC 33079,GOKAUNG,,Myanmar,IRGC 128045,GOKAUNG::IRGC 33079-2,,,,Indica,ERS469926,
2175,IRRI,IRIS 313-11084,KABIN::IRGC 29752-1,IRGC 29752,KABIN,,Cambodia,,,,,,Indica,ERS469927,
2176,IRRI,IRIS 313-11129,HAORU::IRGC 33090-1,IRGC 33090,HAORU,,Myanmar,IRGC 128051,HAORU::IRGC 33090-2,,,,Indica,ERS469928,
2177,IRRI,IRIS 313-11130,HTAWPATT::IRGC 33125-1,IRGC 33125,HTAWPATT,,Myanmar,IRGC 128055,HTAWPATT::IRGC 33125-2,,,,Indica,ERS469929,
2178,IRRI,IRIS 313-11131,KALAI::IRGC 33151-1,IRGC 33151,KALAI,,Myanmar,,KALAI::IRGC 33151-2,,,,Indica,ERS469930,
2179,IRRI,IRIS 313-11132,KALALAN::IRGC 33154-1,IRGC 33154,KALALAN,,Myanmar,IRGC 128065,KALALAN::IRGC 33154-2,,,,Indica,ERS469931,
2180,IRRI,IRIS 313-11133,LWANKHAN::IRGC 33330-1,IRGC 33330,LWANKHAN,,Myanmar,IRGC 127582,LWANKHAN::IRGC 33330-1,,,,Indica,ERS469932,
2181,IRRI,IRIS 313-11134,MANSAT 3::IRGC 33341-1,IRGC 33341,MANSAT-3,,Myanmar,,,,,,Indica,ERS469933,
2182,IRRI,IRIS 313-11135,MAUNG NYO::IRGC 33351-1,IRGC 33351,MAUNG NYO,,Myanmar,IRGC 128108,MAUNG NYO::IRGC 33351-2,,,,Indica,ERS469934,
2183,IRRI,IRIS 313-11136,NGAKWE THETYIN::IRGC 33477-1,IRGC 33477,NGAKWE THETYIN,,Myanmar,IRGC 128117,NGAKWE THETYIN::IRGC 33477-2,,,,Intermediate type,ERS469935,
2184,IRRI,IRIS 313-11137,NGALONGYI::IRGC 33479-1,IRGC 33479,NGALONGYI,,Myanmar,IRGC 128118,NGALONGYI::IRGC 33479-2,,,,Indica,ERS469936,
2185,IRRI,IRIS 313-11138,NGASEIN THEEDAT (C 30)::IRGC 33504-1,IRGC 33504,NGASEIN THEEDAT(C 30),,Myanmar,IRGC 128119,NGASEIN THEEDAT (C 30)::IRGC 33504-2,,,,Indica,ERS469937,
2186,IRRI,IRIS 313-11085,KHAO HAE::IRGC 29773-1,IRGC 29773,Khao hae,,Laos,,KHAO HAE::IRGC 29773-3,,,,Indica,ERS469938,
2187,IRRI,IRIS 313-11139,NWACHI MANINE::IRGC 33531-1,IRGC 33531,NWACHI MANINE,,Myanmar,IRGC 128120,NWACHI MANINE::IRGC 33531-2,,,,Indica,ERS469939,
2188,IRRI,IRIS 313-11140,PADAN::IRGC 33544-1,IRGC 33544,PADAN,,Myanmar,IRGC 128123,PADAN::IRGC 33544-2,,,,Indica,ERS469940,
2189,IRRI,IRIS 313-11141,SHWENI::IRGC 33686-1,IRGC 33686,SHWENI,,Myanmar,IRGC 128161,SHWENI::IRGC 33686-2,,,,Indica,ERS469941,
2190,IRRI,IRIS 313-11142,SHWEPULAY::IRGC 33696-1,IRGC 33696,SHWEPULAY,,Myanmar,IRGC 128162,SHWEPULAY::IRGC 33696-2,,,,Indica,ERS469942,
2191,IRRI,IRIS 313-11143,TANBAUNG::IRGC 33732-1,IRGC 33732,TANBAUNG,,Myanmar,IRGC 128180,TANBAUNG::IRGC 33732-2,,,,Indica,ERS469943,
2192,IRRI,IRIS 313-11144,TAUNGDI::IRGC 33746-1,IRGC 33746,TAUNGDI,,Myanmar,IRGC 128181,TAUNGDI::IRGC 33746-2,,,,Indica,ERS469944,
2193,IRRI,IRIS 313-11145,THAKADE THEEDAT::IRGC 33772-1,IRGC 33772,THAKADE THEEDAT,,Myanmar,IRGC 128183,THAKADE THEEDAT::IRGC 33772-2,,,,Indica,ERS469945,
2194,IRRI,IRIS 313-11146,THEEDAT NGASEIN::IRGC 33779-1,IRGC 33779,THEEDAT NGASEIN,,Myanmar,IRGC 128185,THEEDAT NGASEIN::IRGC 33779-2,,,,Indica,ERS469946,
2195,IRRI,IRIS 313-11147,TYB 11::IRGC 33821-1,IRGC 33821,TYB11,,Myanmar,IRGC 128198,TYB 11::IRGC 33821-2,,,,Indica,ERS469947,
2196,IRRI,IRIS 313-11148,YEBAW::IRGC 33875-1,IRGC 33875,YEBAW,,Myanmar,IRGC 128203,YEBAW::IRGC 33875-2,,,,Indica,ERS469948,
2197,IRRI,IRIS 313-11086,KHAO THAMA::IRGC 29838-1,IRGC 29838,KHAO THAMA,,Laos,IRGC 128087,KHAO THAMA::IRGC 29838-2,,,,Indica,ERS469949,
2198,IRRI,IRIS 313-11149,YODAYA::IRGC 33901-1,IRGC 33901,YODAYA,,Myanmar,IRGC 128204,YODAYA::IRGC 33901-2,,,,Indica,ERS469950,
2199,IRRI,IRIS 313-11150,ZEINGYI::IRGC 33923-1,IRGC 33923,ZEINGYI,,Myanmar,IRGC 128206,ZEINGYI::IRGC 33923-2,,,,Indica,ERS469951,
2200,IRRI,IRIS 313-11151,E 21::IRGC 33929-1,IRGC 33929,,,Myanmar,IRGC 128035,E 21::IRGC 33929-2,,,,Indica,ERS469952,
2201,IRRI,IRIS 313-11152,AC 74::IRGC 33967-1,IRGC 33967,AC74,,India,IRGC 127103,AC 74::IRGC 33967-1,,,,Indica,ERS469953,
2202,IRRI,IRIS 313-11153,CT 45::IRGC 34027-1,IRGC 34027,CT45,,India,IRGC 128517,CT 45::IRGC 34027-2,,,,Japonica,ERS469954,
2203,IRRI,IRIS 313-11154,DHARIAL::IRGC 34034-1,IRGC 34034,DHARIAL,,Bangladesh,IRGC 127318,DHARIAL::IRGC 34034-1,,,,Aus/boro,ERS469955,
2204,IRRI,IRIS 313-11155,K 113::IRGC 34107-1,IRGC 34107,K 113,,India,IRGC 128326,K 113::IRGC 34107-1,,,,Temperate japonica,ERS469956,
2205,IRRI,IRIS 313-11156,KHUDWANI ACC 202::IRGC 34154-1,IRGC 34154,,,India,IRGC 127522,KHUDWANI ACC 202::IRGC 34154-1,,,,Tropical japonica,ERS469957,
2206,IRRI,IRIS 313-11157,T KAUG PAO::IRGC 34182-1,IRGC 34182,T. KAUG PAO,,Taiwan,IRGC 127863,T KAUG PAO::IRGC 34182-1,,,,Indica,ERS469958,
2207,IRRI,IRIS 313-11158,NAN ERH AI 5::IRGC 34255-1,IRGC 34255,NAN-ERH-AI 5,,China,IRGC 127644,NAN ERH AI 5::IRGC 34255-1,,,,Indica,ERS469959,
2208,IRRI,IRIS 313-11087,PONG SANG A::IRGC 29881-1,IRGC 29881,PONG SANG A,,Cambodia,,PONG SANG A::IRGC 29881-2,,,,Indica,ERS469960,
2209,IRRI,IRIS 313-11159,HYB 5-2-1-1-4::IRGC 34283-1,IRGC 34283,HYB-5-2-1-1-4,,Ivory Coast,,HYB 5-2-1-1-4::IRGC 34283-2,,,,Tropical japonica,ERS469961,
2210,IRRI,IRIS 313-11160,B 38::IRGC 34409-1,IRGC 34409,,,Liberia,IRGC 127195,B 38::IRGC 34409-1,,,,Indica,ERS469962,
2211,IRRI,IRIS 313-11161,SADU::IRGC 34514-1,IRGC 34514,SADU,,Liberia,,SADU::IRGC 34514-2,,,,Tropical japonica,ERS469963,
2212,IRRI,IRIS 313-11162,SABRAN::IRGC 34630-1,IRGC 34630,SABRAN,,Indonesia,IRGC 127775,SABRAN::IRGC 34630-1,,,,Indica,ERS469964,
2213,IRRI,IRIS 313-11163,NATEL BORO::IRGC 34749-1,IRGC 34749,NATEL BORO,,Bangladesh,IRGC 127652,NATEL BORO::IRGC 34749-1,,,,Aus/boro,ERS469965,
2214,IRRI,IRIS 313-11164,BAK TULSI::IRGC 34831-1,IRGC 34831,BAK TULSI,,India,IRGC 127205,BAK TULSI::IRGC 34831-1,,,,Aus/boro,ERS469966,
2215,IRRI,IRIS 313-11165,BENA JHUPI::IRGC 34850-1,IRGC 34850,BENA JHUPI,,India,IRGC 127993,BENA JHUPI::IRGC 34850-2,,,,Aus/boro,ERS469967,
2216,IRRI,IRIS 313-11166,BHUT MURI::IRGC 34861-1,IRGC 34861,BHUT MURI,,India,IRGC 127224,BHUT MURI::IRGC 34861-1,,,,Aus/boro,ERS469968,
2217,IRRI,IRIS 313-11167,DUBRAJ::IRGC 34904-1,IRGC 34904,DUBRAJ,,India,IRGC 127343,DUBRAJ::IRGC 34904-1,,,,Indica,ERS469969,
2218,IRRI,IRIS 313-11168,KADA CHOPA::IRGC 34954-1,IRGC 34954,KADA CHOPA,,India,IRGC 127473,KADA CHOPA::IRGC 34954-1,,,,Aus/boro,ERS469970,
2219,IRRI,IRIS 313-11088,SRAU KHSAI::IRGC 29896-1,IRGC 29896,SRAU KHSAI,,Cambodia,IRGC 128170,SRAU KHSAI::IRGC 29896-2,,,,Indica,ERS469971,
2220,IRRI,IRIS 313-11169,KANAI BASHI::IRGC 34967-1,IRGC 34967,KANAI BASHI,,India,,KANAI BASHI::IRGC 34967-1,,,,Aus/boro,ERS469972,
2221,IRRI,IRIS 313-11170,LAL TAURA::IRGC 35017-1,IRGC 35017,LAL TAURA,,India,IRGC 127547,LAL TAURA::IRGC 35017-1,,,,Aus/boro,ERS469973,
2222,IRRI,IRIS 313-11171,M 142::IRGC 35054-1,IRGC 35054,M 142,,India,IRGC 127583,M 142::IRGC 35054-1,,,,Aus/boro,ERS469974,
2223,IRRI,IRIS 313-11172,RANI BHOG::IRGC 35109-1,IRGC 35109,RANI BHOG,,India,IRGC 127762,RANI BHOG::IRGC 35109-1,,,,Aus/boro,ERS469975,
2224,IRRI,IRIS 313-11173,SADA AUS::IRGC 35117-1,IRGC 35117,SADA AUS,,India,IRGC 127776,SADA AUS::IRGC 35117-1,,,,Aus/boro,ERS469976,
2225,IRRI,IRIS 313-11182,CEMPO CINA::IRGC 35581-1,IRGC 35581,CEMPO CINA,,Indonesia,IRGC 128009,CEMPO CINA::IRGC 35581-2,,,,Indica,ERS469977,
2226,IRRI,IRIS 313-11183,KETAN LEMBAYUNGAN::IRGC 35745-1,IRGC 35745,KETAN LEMBAYUNGAN,,Indonesia,,KETAN LEMBAYUNGAN::IRGC 35745-2,,,,Tropical japonica,ERS469978,
2227,IRRI,IRIS 313-11189,PAIZ AMBARBU::IRGC 36179-1,IRGC 36179,PAIZ-AMBARBU,,USSR,IRGC 128424,PAIZ AMBARBU::IRGC 36179-1,,,,Intermediate type,ERS469979,
2228,IRRI,IRIS 313-11191,RANRUWAN::IRGC 36360-1,IRGC 36360,RANRUWAN,,Sri Lanka,IRGC 127763,RANRUWAN::IRGC 36360-1,,,,Aus/boro,ERS469980,
2229,IRRI,IRIS 313-11174,SLO 19::IRGC 35157-1,IRGC 35157,SLO 19,,India,IRGC 127817,SLO 19::IRGC 35157-1,,,,Aus/boro,ERS469981,
2230,IRRI,IRIS 313-11192,BKN 7130-1017-2::IRGC 36531-1,IRGC 36531,BKN7130-1017-2,,Thailand,IRGC 127997,BKN 7130-1017-2::IRGC 36531-2,,,,Indica,ERS469982,
2231,IRRI,IRIS 313-11193,GAHB AWY 2-1::IRGC 36549-1,IRGC 36549,GAHB AWY 2-1,,Thailand,IRGC 128040,GAHB AWY 2-1::IRGC 36549-2,,,,Indica,ERS469983,
2232,IRRI,IRIS 313-11194,KHAO PAH 8-5-38::IRGC 36587-1,IRGC 36587,KHAO PAH 8-5-38,,Thailand,,,,,,Indica,ERS469984,
2233,IRRI,IRIS 313-11195,KHAW KAR 13::IRGC 36711-1,IRGC 36711,KHAW KAR 13,,Myanmar,IRGC 128344,KHAW KAR 13::IRGC 36711-1,,,,Tropical japonica,ERS469985,
2234,IRRI,IRIS 313-11196,DICULA::IRGC 36729-1,IRGC 36729,DICULA,,Philippines,,DICULA::IRGC 36729-2,,,,Indica,ERS469986,
2235,IRRI,IRIS 313-11197,K 17-9-1-1::IRGC 36778-1,IRGC 36778,K 17-9-1-1,,India,IRGC 127471,K 17-9-1-1::IRGC 36778-1,,,,Indica,ERS469987,
2236,IRRI,IRIS 313-11198,K 78-13::IRGC 36794-1,IRGC 36794,K 78-13,,India,,K 78-13::IRGC 36794-2,,,,Temperate japonica,ERS469988,
2237,IRRI,IRIS 313-11199,SYNTHETIC SATIVA::IRGC 36842-1,IRGC 36842,SYNTHETIC SATIVA,,India,IRGC 128176,SYNTHETIC SATIVA::IRGC 36842-2,,,,Indica,ERS469989,
2238,IRRI,IRIS 313-11200,BR 52-87-1::IRGC 36849-1,IRGC 36849,BR52-87-1,,India,IRGC 128002,BR 52-87-1::IRGC 36849-2,,,,Indica,ERS469990,
2239,IRRI,IRIS 313-11201,CHING HSI 15::IRGC 36852-1,IRGC 36852,CHING-HSI 15,,China,,CHING HSI 15::IRGC 36852-1,,,,Temperate japonica,ERS469991,
2240,IRRI,IRIS 313-11175,SONA AUS::IRGC 35160-1,IRGC 35160,SONA AUS,,India,IRGC 127821,SONA AUS::IRGC 35160-1,,,,Aus/boro,ERS469992,
2241,IRRI,IRIS 313-11202,4583::IRGC 36894-1,IRGC 36894,4583,,China,IRGC 127920,4583::IRGC 36894-2,,,,Temperate japonica,ERS469993,
2242,IRRI,IRIS 313-11203,GOCHIAGARI::IRGC 37086-1,IRGC 37086,GOCHIAGARI,,Bangladesh,IRGC 128044,GOCHIAGARI::IRGC 37086-2,,,,Indica,ERS469994,
2243,IRRI,IRIS 313-11204,KARTIKHAMA::IRGC 37149-1,IRGC 37149,KARTIKHAMA,,Bangladesh,IRGC 128072,KARTIKHAMA::IRGC 37149-2,,,,Indica,ERS469995,
2244,IRRI,IRIS 313-11205,KAZALSAIL::IRGC 37161-1,IRGC 37161,KAZALSAIL,,Bangladesh,IRGC 128075,KAZALSAIL::IRGC 37161-2,,,,Indica,ERS469996,
2245,IRRI,IRIS 313-11206,KUMRI::IRGC 37182-1,IRGC 37182,KUMRI,,Bangladesh,IRGC 128092,KUMRI::IRGC 37182-2,,,,Indica,ERS469997,
2246,IRRI,IRIS 313-11207,PAIRJAT::IRGC 37252-1,IRGC 37252,PAIRJAT,,Bangladesh,IRGC 128126,PAIRJAT::IRGC 37252-2,,,,Indica,ERS469998,
2247,IRRI,IRIS 313-11208,PARIJAT::IRGC 37272-1,IRGC 37272,PARIJAT,,Bangladesh,IRGC 128129,PARIJAT::IRGC 37272-2,,,,Indica,ERS469999,
2248,IRRI,IRIS 313-11209,VADAI::IRGC 37341-1,IRGC 37341,VADAI,,Bangladesh,,,,,,Indica,ERS470000,
2249,IRRI,IRIS 313-11210,ZARBASAIL::IRGC 37346-1,IRGC 37346,ZARBASAIL,,Bangladesh,IRGC 127911,ZARBASAIL::IRGC 37346-1,,,,Aus/boro,ERS470001,
2250,IRRI,IRIS 313-11211,KADAMSAIL::IRGC 37468-1,IRGC 37468,KADAMSAIL,,Bangladesh,IRGC 128063,KADAMSAIL::IRGC 37468-2,,,,Indica,ERS470002,
2251,IRRI,IRIS 313-11176,SXC 216::IRGC 35175-1,IRGC 35175,SXC216,,India,IRGC 127831,SXC 216::IRGC 35175-1,,,,Indica,ERS470003,
2252,IRRI,IRIS 313-11212,KALOBONA::IRGC 37478-1,IRGC 37478,KALOBONA,,Bangladesh,,KALOBONA::IRGC 37478-2,,,,Indica,ERS470004,
2253,IRRI,IRIS 313-11213,NARIKEL BADI::IRGC 37550-1,IRGC 37550,NARIKEL BADI,,Bangladesh,IRGC 127648,NARIKEL BADI::IRGC 37550-1,,,,Aus/boro,ERS470005,
2254,IRRI,IRIS 313-11214,SHITTA AMAN::IRGC 37596-1,IRGC 37596,SHITTA AMAN,,Bangladesh,IRGC 127799,SHITTA AMAN::IRGC 37596-1,,,,Aus/boro,ERS470006,
2255,IRRI,IRIS 313-11216,KHAMA 1183::IRGC 37685-1,IRGC 37685,KHAMA 1183,,Bangladesh,IRGC 128082,KHAMA 1183::IRGC 37685-2,,,,Aus/boro,ERS470007,
2256,IRRI,IRIS 313-11217,LAL AMAN 207::IRGC 37754-1,IRGC 37754,LAL AMAN 207,,Bangladesh,,,,,,Intermediate type,ERS470008,
2257,IRRI,IRIS 313-11218,BADSHABHOG 4-60::IRGC 37793-1,IRGC 37793,BADSHABHOG 4-60,,Bangladesh,IRGC 127982,BADSHABHOG 4-60::IRGC 37793-2,,,,Basmati/sadri,ERS470009,
2258,IRRI,IRIS 313-11219,BLACK 28-564::IRGC 37815-1,IRGC 37815,BLACK 28-564,,Bangladesh,IRGC 127998,BLACK 28-564::IRGC 37815-2,,,,Indica,ERS470010,
2259,IRRI,IRIS 313-11220,CHITRAJ 14-134::IRGC 37837-1,IRGC 37837,CHITRAJ 14-134,,Bangladesh,IRGC 128015,CHITRAJ 14-134::IRGC 37837-2,,,,Indica,ERS470011,
2260,IRRI,IRIS 313-11221,CYLINDRICAL 30-605::IRGC 37845-1,IRGC 37845,CYLINDRICAL 30-605,,Bangladesh,IRGC 128022,CYLINDRICAL 30-605::IRGC 37845-2,,,,Indica,ERS470012,
2261,IRRI,IRIS 313-11177,DELI POCONG::IRGC 35265-1,IRGC 35265,DELI POCONG,,Indonesia,IRGC 127309,DELI POCONG::IRGC 35265-1,,,,Indica,ERS470013,
2262,IRRI,IRIS 313-11222,DUDHSWAR 15-157::IRGC 37967-1,IRGC 37967,DUDHSWAR 15-157,,Bangladesh,,DUDHSWAR 15-157::IRGC 37967-2,,,,Indica,ERS470014,
2263,IRRI,IRIS 313-11223,OVAL RED 29 B 601::IRGC 38130-1,IRGC 38130,OVAL RED 29B-601,,Bangladesh,IRGC 128122,OVAL RED 29 B 601::IRGC 38130-2,,,,Intermediate type,ERS470015,
2264,IRRI,IRIS 313-11224,PATNAI 31-679::IRGC 38149-1,IRGC 38149,PATNAI 31-679,,Bangladesh,IRGC 128130,PATNAI 31-679::IRGC 38149-2,,,,Indica,ERS470016,
2265,IRRI,IRIS 313-11225,SADAJIRA (DEEP STRAW) 16-194::IRGC 38251-1,IRGC 38251,SADAJIRA(DEEP STRAW)16-194,,Bangladesh,,SADAJIRA (DEEP STRAW) 16-194::IRGC 38251-2,,,,Indica,ERS470017,
2266,IRRI,IRIS 313-11226,SADAJIRA 19-258::IRGC 38293-1,IRGC 38293,SADAJIRA 19-258,,Bangladesh,IRGC 128153,SADAJIRA 19-258::IRGC 38293-2,,,,Indica,ERS470018,
2267,IRRI,IRIS 313-11227,SADAJIRA 19-317::IRGC 38344-1,IRGC 38344,SADAJIRA 19-317,,Bangladesh,IRGC 128154,SADAJIRA 19-317::IRGC 38344-2,,,,Indica,ERS470019,
2268,IRRI,IRIS 313-11228,SADAJIRA 19-339::IRGC 38361-1,IRGC 38361,SADAJIRA 19-339,,Bangladesh,IRGC 128155,SADAJIRA 19-339::IRGC 38361-2,,,,Indica,ERS470020,
2269,IRRI,IRIS 313-11229,STRAW 23-428::IRGC 38416-1,IRGC 38416,STRAW 23-428,,Bangladesh,IRGC 128171,STRAW 23-428::IRGC 38416-2,,,,Indica,ERS470021,
2270,IRRI,IRIS 313-11230,STRAW 23-438::IRGC 38426-1,IRGC 38426,STRAW 23-438,,Bangladesh,IRGC 128172,STRAW 23-438::IRGC 38426-2,,,,Indica,ERS470022,
2271,IRRI,IRIS 313-11231,STRAW 23-471::IRGC 38456-1,IRGC 38456,STRAW 23-471,,Bangladesh,,,,,,Indica,ERS470023,
2272,IRRI,IRIS 313-11178,RUJAK DANAN::IRGC 35446-1,IRGC 35446,RUJAK DANAN,,Indonesia,IRGC 128152,RUJAK DANAN::IRGC 35446-2,,,,Indica,ERS470024,
2273,IRRI,IRIS 313-11232,R 146::IRGC 38606-1,IRGC 38606,R 146,,India,IRGC 128442,R 146::IRGC 38606-1,,,,Aus/boro,ERS470025,
2274,IRRI,IRIS 313-11233,SPR 7284-57-5::IRGC 38649-1,IRGC 38649,SPR7284-57-5,,Thailand,IRGC 127823,SPR 7284-57-5::IRGC 38649-1,,,,Indica,ERS470026,
2275,IRRI,IRIS 313-11234,LIGUNGTUNG::IRGC 38786-1,IRGC 38786,LIGUNGTUNG,,Philippines,IRGC 127563,LIGUNGTUNG::IRGC 38786-1,,,,Indica,ERS470027,
2276,IRRI,IRIS 313-11235,PINILING DANIEL::IRGC 38828-1,IRGC 38828,PINILING DANIEL,,Philippines,IRGC 128137,PINILING DANIEL::IRGC 38828-2,,,,Indica,ERS470028,
2277,IRRI,IRIS 313-11236,LIONG ORN::IRGC 38875-1,IRGC 38875,LIONG ORN,,,IRGC 128523,LIONG ORN::IRGC 38875-2,,,,Indica,ERS470029,
2278,IRRI,IRIS 313-11237,TAICHUNG SEN YU 214::IRGC 38899-1,IRGC 38899,TAICHUNG SEN-YU 214,,Taiwan,IRGC 127835,TAICHUNG SEN YU 214::IRGC 38899-1,,,,Indica,ERS470030,
2279,IRRI,IRIS 313-11238,IAC 1132::IRGC 39052-1,IRGC 39052,IAC1132,,Brazil,,,,,,Tropical japonica,ERS470031,
2280,IRRI,IRIS 313-11239,B 737 G-KN-23-1::IRGC 39203-1,IRGC 39203,B 737G-KN-23-1,,Indonesia,IRGC 127978,B 737 G-KN-23-1::IRGC 39203-2,,,,Indica,ERS470032,
2281,IRRI,IRIS 313-11240,CR 157-392-4::IRGC 39247-1,IRGC 39247,CR157-392-4,,India,IRGC 128020,CR 157-392-4::IRGC 39247-2,,,,Indica,ERS470033,
2282,IRRI,IRIS 313-11241,BR 116-3B-53::IRGC 39559-1,IRGC 39559,BR116-3B-53,,Bangladesh,IRGC 128001,BR 116-3B-53::IRGC 39559-2,,,,Indica,ERS470034,
2283,IRRI,IRIS 313-11179,SI OMPAN LAMA::IRGC 35481-1,IRGC 35481,SI OMPAN LAMA,,Indonesia,IRGC 127810,SI OMPAN LAMA::IRGC 35481-1,,,,Indica,ERS470035,
2284,IRRI,IRIS 313-11242,OR 117-8::IRGC 39680-1,IRGC 39680,OR117-8,,India,IRGC 128121,OR 117-8::IRGC 39680-2,,,,Indica,ERS470036,
2285,IRRI,IRIS 313-11243,RATNAGIRI 45-2::IRGC 39709-1,IRGC 39709,RATNAGIRI 45-2,,India,IRGC 127765,RATNAGIRI 45-2::IRGC 39709-1,,,,Aus/boro,ERS470037,
2286,IRRI,IRIS 313-11244,W 1014-162::IRGC 39871-1,IRGC 39871,W 1014-162,,India,,,,,,Indica,ERS470038,
2287,IRRI,IRIS 313-11245,RP 20-12::IRGC 40031-1,IRGC 40031,RP20-12,,India,IRGC 128151,RP 20-12::IRGC 40031-2,,,,Indica,ERS470039,
2288,IRRI,IRIS 313-11246,7516-14::IRGC 40090-1,IRGC 40090,7516-14,,Japan,,7516-14::IRGC 40090-3,,,,Temperate japonica,ERS470040,
2289,IRRI,IRIS 313-11247,RP 1153-20-14::IRGC 40131-1,IRGC 40131,RP1153-20-14,,India,,RP 1153-20-14::IRGC 40131-2,,,,Indica,ERS470041,
2290,IRRI,IRIS 313-11248,NIAW KHAMIN::IRGC 40222-1,IRGC 40222,NIAW KHAMIN,,Thailand,IRGC 127676,NIAW KHAMIN::IRGC 40222-1,,,,Tropical japonica,ERS470042,
2291,IRRI,IRIS 313-11249,IR 4535-PP 23-6-8-1::IRGC 40402-1,IRGC 40402,IR 4535-PP 23-6-8-1,,Philippines,,IR 4535-PP 23-6-8-1::IRGC 40402-2,,,,Indica,ERS470043,
2292,IRRI,IRIS 313-11250,IR 9560-2-6-3::IRGC 40451-1,IRGC 40451,IR 9560-2-6-3,,Philippines,IRGC 127441,IR 9560-2-6-3::IRGC 40451-1,,,,Indica,ERS470044,
2293,IRRI,IRIS 313-11251,IR 4500-5-1-1::IRGC 40552-1,IRGC 40552,IR 4500-5-1-1,,Philippines,,IR 4500-5-1-1::IRGC 40552-2,,,,Indica,ERS470045,
2294,IRRI,IRIS 313-11180,SIPULUIK ARANG::IRGC 35488-1,IRGC 35488,SIPULUIK ARANG,,Indonesia,IRGC 128166,SIPULUIK ARANG::IRGC 35488-2,,,,Indica,ERS470046,
2295,IRRI,IRIS 313-11252,ADR 52::IRGC 40638-1,IRGC 40638,ADR52,,India,,ADR 52::IRGC 40638-2,,,,Indica,ERS470047,
2296,IRRI,IRIS 313-11253,SML CAMPONI::IRGC 40642-1,IRGC 40642,SML-CAMPONI,,Suriname,,,,,,Indica,ERS470048,
2297,IRRI,IRIS 313-11254,TIEN SOM::IRGC 40759-1,IRGC 40759,TIEN SOM,,Vietnam,IRGC 128186,TIEN SOM::IRGC 40759-2,,,,Indica,ERS470049,
2298,IRRI,IRIS 313-11255,ARC 7056::IRGC 40914-1,IRGC 40914,ARC 7056,,India,IRGC 127167,ARC 7056::IRGC 40914-1,,,,Indica,ERS470050,
2299,IRRI,IRIS 313-11256,ARC 12411::IRGC 41047-1,IRGC 41047,ARC 12411,,India,IRGC 127941,ARC 12411::IRGC 41047-2,,,,Indica,ERS470051,
2300,IRRI,IRIS 313-11257,ARC 12757::IRGC 41095-1,IRGC 41095,ARC 12757,,India,IRGC 127944,ARC 12757::IRGC 41095-2,,,,Intermediate type,ERS470052,
2301,IRRI,IRIS 313-11258,ARC 13502::IRGC 41126-1,IRGC 41126,ARC 13502,,India,IRGC 127948,ARC 13502::IRGC 41126-2,,,,Basmati/sadri,ERS470053,
2302,IRRI,IRIS 313-11259,ARC 13515::IRGC 41134-1,IRGC 41134,ARC 13515,,India,IRGC 127949,ARC 13515::IRGC 41134-2,,,,Basmati/sadri,ERS470054,
2303,IRRI,IRIS 313-11260,ARC 13591::IRGC 41177-1,IRGC 41177,ARC 13591,,India,IRGC 127950,ARC 13591::IRGC 41177-2,,,,Indica,ERS470055,
2304,IRRI,IRIS 313-11261,ARC 13785::IRGC 41218-1,IRGC 41218,ARC 13785,,India,IRGC 127951,ARC 13785::IRGC 41218-2,,,,Indica,ERS470056,
2305,IRRI,IRIS 313-11181,TAMBA PERAK::IRGC 35534-1,IRGC 35534,TAMBA PERAK,,Indonesia,IRGC 128179,TAMBA PERAK::IRGC 35534-2,,,,Indica,ERS470057,
2306,IRRI,IRIS 313-11262,ARC 13888::IRGC 41288-1,IRGC 41288,ARC 13888 BROWN SPOTS ON STRAW,,India,IRGC 127952,ARC 13888::IRGC 41288-2,,,,Indica,ERS470058,
2307,IRRI,IRIS 313-11263,ARC 13919::IRGC 41313-1,IRGC 41313,ARC 13919,,India,IRGC 127953,ARC 13919::IRGC 41313-2,,,,Indica,ERS470059,
2308,IRRI,IRIS 313-11264,ARC 13934::IRGC 41325-1,IRGC 41325,ARC 13934,,India,,ARC 13934::IRGC 41325-2,,,,Indica,ERS470060,
2309,IRRI,IRIS 313-11265,ARC 14150::IRGC 41435-1,IRGC 41435,ARC 14150,,India,,ARC 14150::IRGC 41435-2,,,,Aus/boro,ERS470061,
2310,IRRI,IRIS 313-11266,ARC 14347::IRGC 41517-1,IRGC 41517,ARC 14347,,India,IRGC 127955,ARC 14347::IRGC 41517-2,,,,Indica,ERS470062,
2311,IRRI,IRIS 313-11275,ARC 14975::IRGC 41848-1,IRGC 41848,ARC 14975,,India,IRGC 127156,ARC 14975::IRGC 41848-1,,,,Indica,ERS470063,
2312,IRRI,IRIS 313-11276,ARC 15063::IRGC 41909-1,IRGC 41909,ARC 15063,,India,,ARC 15063::IRGC 41909-2,,,,Indica,ERS470064,
